Date,Close,Volume,Pos,Neg,Neu,Compound,Next_Close,Target_Up
2023-03-30,160.3465118408203,49501700,,,,,162.85498046875,1
2023-03-31,162.85498046875,68749800,,,,,164.1092529296875,1
2023-04-03,164.1092529296875,56976200,,,,,163.5759735107422,0
2023-04-04,163.5759735107422,46278300,,,,,161.7291259765625,0
2023-04-05,161.7291259765625,51511700,,,,,162.6179962158203,1
2023-04-06,162.6179962158203,45390100,,,,,160.0205535888672,0
2023-04-10,160.0205535888672,47716900,,,,,158.80587768554688,0
2023-04-11,158.80587768554688,47644200,,,,,158.11451721191406,0
2023-04-12,158.11451721191406,50133100,,,,,163.50682067871094,1
2023-04-13,163.50682067871094,68445600,,,,,163.16116333007812,0
2023-04-14,163.16116333007812,49386500,,,,,163.180908203125,1
2023-04-17,163.180908203125,41516200,,,,,164.405517578125,1
2023-04-18,164.405517578125,49923000,,,,,165.55117797851562,1
2023-04-19,165.55117797851562,47720200,,,,,164.5833282470703,0
2023-04-20,164.5833282470703,52456400,,,,,162.97352600097656,0
2023-04-21,162.97352600097656,58337300,,,,,163.2796630859375,1
2023-04-24,163.2796630859375,41949600,,,,,161.739013671875,0
2023-04-25,161.739013671875,48714100,,,,,161.7291259765625,0
2023-04-26,161.7291259765625,45498800,,,,,166.32147216796875,1
2023-04-27,166.32147216796875,64902300,,,,,167.57571411132812,1
2023-04-28,167.57571411132812,55275900,,,,,167.48684692382812,0
2023-05-01,167.48684692382812,52472900,,,,,166.44984436035156,0
2023-05-02,166.44984436035156,48425700,,,,,165.37338256835938,0
2023-05-03,165.37338256835938,65136000,,,,,163.73394775390625,0
2023-05-04,163.73394775390625,81235400,,,,,171.41749572753906,1
2023-05-05,171.41749572753906,113453200,,,,,171.34835815429688,0
2023-05-08,171.34835815429688,55962800,,,,,169.63983154296875,0
2023-05-09,169.63983154296875,45326900,,,,,171.4075927734375,1
2023-05-10,171.4075927734375,53724500,,,,,171.59527587890625,1
2023-05-11,171.59527587890625,49514700,,,,,170.66563415527344,0
2023-05-12,170.66563415527344,45533100,,,,,170.171142578125,0
2023-05-15,170.171142578125,37266700,,,,,170.171142578125,0
2023-05-16,170.171142578125,42110300,,,,,170.7843017578125,1
2023-05-17,170.7843017578125,57951600,,,,,173.11827087402344,1
2023-05-18,173.11827087402344,65496700,,,,,173.22705078125,1
2023-05-19,173.22705078125,55809500,,,,,172.2776336669922,0
2023-05-22,172.2776336669922,43570900,,,,,169.666748046875,0
2023-05-23,169.666748046875,50747300,,,,,169.94366455078125,1
2023-05-24,169.94366455078125,45143500,,,,,171.08099365234375,1
2023-05-25,171.08099365234375,56058300,,,,,173.49403381347656,1
2023-05-26,173.49403381347656,54835000,,,,,175.3434600830078,1
2023-05-30,175.3434600830078,55964400,,,,,175.29396057128906,0
2023-05-31,175.29396057128906,99625300,,,,,178.1026153564453,1
2023-06-01,178.1026153564453,68901800,,,,,178.95314025878906,1
2023-06-02,178.95314025878906,61996900,,,,,177.59825134277344,0
2023-06-05,177.59825134277344,121946500,,,,,177.23236083984375,0
2023-06-06,177.23236083984375,64848400,,,,,175.85769653320312,0
2023-06-07,175.85769653320312,61944600,,,,,178.5773468017578,1
2023-06-08,178.5773468017578,50214900,,,,,178.9630584716797,1
2023-06-09,178.9630584716797,48900000,,,,,181.7617950439453,1
2023-06-12,181.7617950439453,54274900,,,,,181.28712463378906,0
2023-06-13,181.28712463378906,54929100,,,,,181.92005920410156,1
2023-06-14,181.92005920410156,57462900,,,,,183.957275390625,1
2023-06-15,183.957275390625,65433200,,,,,182.87933349609375,0
2023-06-16,182.87933349609375,101256200,,,,,182.9683380126953,1
2023-06-20,182.9683380126953,49799100,,,,,181.929931640625,0
2023-06-21,181.929931640625,49515700,,,,,184.93637084960938,1
2023-06-22,184.93637084960938,51245300,,,,,184.6199188232422,0
2023-06-23,184.6199188232422,53117000,,,,,183.22547912597656,0
2023-06-26,183.22547912597656,48088700,,,,,185.98468017578125,1
2023-06-27,185.98468017578125,50730800,,,,,187.1615447998047,1
2023-06-28,187.1615447998047,51216800,,,,,187.497802734375,1
2023-06-29,187.497802734375,46347300,,,,,,0
